Titulo,Review,TipoViaje,Calificacion,OrigenAutor,FechaOpinion,FechaEstadia
Imponente obra clerical y nacional!!!,"Quede asombrado como el estado conserva sus monumentos historicos.En especial tiene a cargo y mantenimiento y seguridad de sus Iglesias,basiicas,monumentos de la Iglesia en gral,en constante reparacion a su costo,como se ve que las monitorean a diario incluso con originales pendulos para ver los deslizamientos que constantemente tienen habida cuenta de tantos años de emplazamiento.",,5,,8 de noviembre de 2017,oct de 2017
Mágica,Es una maravilla de construcción que inspira a la reflexión y a la paz y que a pesar de lo antigua que es sigue de pie a pesar de los tembores.,,5,"Ciudad de México, México",7 de noviembre de 2017,nov de 2017
Visiatndo nla capital  y el centro historico,Cuando fuimos a visiatr el templo mayor en el Zocalo de la CDMX pasamos a visitar la catedral metropolitna ya que a p.resar de ser catolico no la visitaba del mhace como 25 años la cual mpe parecio impresionante sus retablos y capillas siendo ademas que se encontraba ya mucho muy desnivelada y no se si son por los trabajos del centro histotico a se sigue venciendo gracias a la estupídez de los españoles que creyeyo que por que estaba lamayor piramide y bajo el pretexrto de la evangelizacio construyeror encim la Catedral peroe n fin son cosas de la historia y el razonamiento muy personal,,5,"Edo. de Mexico, Mexico",7 de noviembre de 2017,jul de 2017
Catedral,"Recomido mucho este lugar, si tienen oportunidad de visitar los trabajos para nivelar la catedral son muy interesantes y podran ver la esquina de una piramide abajo de la catedral.Tambien recomiendo subir al techo para tocar las campanas los domingos.",,5,"Ciudad de México, México",7 de noviembre de 2017,oct de 2017
Una de las más hermosas catedrales del mundo,"El zócalo de la Ciudad de México, es sin duda uno de los más hermosos del mundo. Y la Catedral Metropolitana es preciosa. El òrgano es impactante, el altar, las cúpulas. Mucho detalle para ver y disfrutar",,5,"París, Francia",7 de noviembre de 2017,sept de 2017
Sigue en pie despues de tanto tiempo,"Nosotros fuimos despues del ultimo terremoto y no se podia visitar la torre, aun asi el interior de la catedral es bonito, la entrada es gratuita y merece muhco la pena verlo. Cuanod fuimos habia una visita a las criptas que recomiendo mucho",,4,"Sevilla, España",7 de noviembre de 2017,oct de 2017
Domingo familiar,"Una visita a la Catedral, mucho que observar, historias por contar y un lugar muy bello donde se unen culturas y dejan clara la época de la colonia.",,5,"Ciudad de México, México",6 de noviembre de 2017,oct de 2017
Catedral de la CDMX,"Esta catedral originalmente era para Puebla y la de Puebla para la CDMX, nos convino el cambio, es extraordinaria, normalmente hay visita guiada al campanario y es muy interesante ya que se puede apreciar una vista panorámica del atrio, temporalmente debido al terremoto no se encuantra disponible.",,4,Distrito Federal,6 de noviembre de 2017,oct de 2017
Lugar en el centro que no puedes dejar de visitar,"Tiene un gran valor histórico, además de ser una pieza emblemática del zócalo de la cápital de México, aunque no seas cátolico, no debes dejar de vistarla",,5,,6 de noviembre de 2017,mar de 2017
Un lugar historico,"Es un lugar que es parte de la historia de la Cd. de México, sin duda su arquitectura colonial te hace remontar a cómo era la vida en aquellos años en la Cd. Adicional a la espiritualidad que se vive en ella, no pasando de largo la algarabía de su gente aun con muchas tradiciones dentro de una Megalópolis. ",,5,"Monterry, Mexico",6 de noviembre de 2017,dic de 2016
Una joya de arquitectura,"Esta reliquia histórica que inicio su construcción en el siglo XVI,esta situada en el zócalo, fue declarada Patrimonio de la Humanidad en 1987. Es diferente a las iglesias de la época que estamos acostumbrados a visitar, pues su construcción tardo aprox 250 años y en ella se pueden observar la conjugación de múltiples estilos como el gótico,neoclásico,Barroco,... etc.Testigo de momentos históricos importantes , y considerada una de las mas grandes de America, esta catedral se mantiene de pie para cobijar dentro de sus 5 naves a locales y extranjeros , bien vale la pena una oración en una de sus 16 capillas, o frente a cualquiera de sus 2 altares. Es una de las paradas turísticas del Turibus, y si el tiempo se los permite, pueden bajarse un rato.",,5,"Miami, FL",6 de noviembre de 2017,oct de 2017
Bellisima,La catedral es impactante. Posee un organo excepcional y es un templo vivo. De modo que hay que ser muy respetuoso pues se celebran misas en la mencionada iglesia. Vale la pena valorar sus altares. y tambien observar el pendulo que señala el nivel de hundimiento de la ciudad!!,,5,"Montevideo, Uruguay",5 de noviembre de 2017,oct de 2017
Torres y campanas,"El mejor tour para ver torres y campanas y conocer su historia , se toma en la Catedral y cuesta $20 pesos y ademas tienes una vista del zócalo. excelenteThe best tour to see towers and bellss also Know its history, is taken in the Catedral its cost is $20 pesos and you have a view of the zocalo . awesome",,5,"Cabo San Lucas, México",5 de noviembre de 2017,feb de 2017
Lugar con legado,"Es el recinto mas importante para la fe católica, es impresionante entrar y ver tantas pinturas, capillas y acabados, entramos  aun tour guiado al sótano donde están las criptas, si pueden entren y verán como esta reforzada la catedral desde ese sótano aparte de historia.",,5,"Guadalajara, México",2 de noviembre de 2017,oct de 2017
Increibles vistas desde campanario,Hace aproximadamente un año acudí un fin de semana al centro de la CDMX para pasear por sus calles y hospedarme por ahí. Fue sin duda una gran experiencia al llegar a Catedral y tomar uno de los tours que te permiten subir al campanario y caminar por sus cúpulas. sin duda una gran experiencia altamente recomendable. Consulta los horarios porque es entre cada misa.,,4,"Ciudad de México, México",1 de noviembre de 2017,dic de 2016
Magnífico monumento que se debe visitar en el centro histórico.,"Cargado de historia, el templo más importante de México es una parada obligada para el visitante del centro histórico.  Se debe saber que los restos de Agustín de Iturbide, libertador de México, se encuentran en el altar de San Felipe de Jesús, dentro del recinto.",,5,"Ciudad de México, México",31 de octubre de 2017,ene de 2017
Visita de una amiga de Puerto Rico,"La Catedral sigue siendo uno de los lugares obligados en Ciudad de México para visitar, la visita a las cúpulas extraordinaria y los guías muy bien documentados.",,5,"Ciudad de México, México",31 de octubre de 2017,jun de 2017
tumbas de arzobispos primados,"debajo estan las tumbas de altos personajes de la Iglesia Católica ya que es la sede religiosa del Arzobispado primado de México, tiene un órgano impresionante, conviene visitar en horas que no haya misa para que puedan ver con calma.",,4,"Ciudad de México, México",30 de octubre de 2017,oct de 2017
Catedral,"Justo en el corazón es un gran sitio para visitar, se encuentra a un costado del Zócalo. Actualmente las visitas al campanario permanecen cerradas hasta nuevo aviso debido a los acontecimientos del mes pasado.",,4,México,28 de octubre de 2017,oct de 2017
Bella Catedral,"Siempre imponente en su Arquitectura y dimensiones la catedral Metropolitana que emerge de las entrañas de la misma Tenochtitlán, dicho lo anterior por su ubicación y por utilizarse en su construcción material que conformaba las edificaciones prehispánicas.Disfruta del Centro Histórico de Ciudad de México. ¡La VIDA...es un VIAJE!",,5,"Ciudad de México, México",27 de octubre de 2017,oct de 2017
impresionante Catedral,recomiendo  un guía para  la visita  para  conocer la  historia  y  los  diferentes aspectos de cada  rincón de la  misma  es un  visita  de  1 hora   y  conece  como fue  construida,,4,"Santiago de Querétaro, México",26 de octubre de 2017,jun de 2017
Bonito monumento ,Merece la pena una visita rápida a este lugar. Si se puede os recomiendo que entréis a verla por dentro. No os llevará mucho tiempo y merece la pena. ,,5,"Potes, España",24 de octubre de 2017,oct de 2017
Muy linda Catedral,"La catedral del DF es preciosa, pero siento que está un pasito atrás de la Catedral de Cuzco por ejemplo, incluso que la de Lima.",,4,"Cuzco, Perú",23 de octubre de 2017,jun de 2017
Impresionante Catedral llena de historias ,"Visite la Catedral acompañado de un guía, lo cual recomiendo, ya que el lugar aunque impresionante en sí mismo tiene siglos de historia, hay muchas anécdotas y connotaciones para los mexicanos, que un guía local nos revela.Imprescindible para los amantes de la historia, de la arquitectura y para los católicos.",,5,"Ciudad de Guatemala, Guatemala",21 de octubre de 2017,oct de 2017
La catedral mas representativa del periodo colonial en la ciudad de México.,"Una catedral majestuosa de estilo colonial la cual en su mayor parte fue construida con la piedra que se extrajo del templo mayor de los Azteca, este mismo templo se puede visitar a un costado de la catedral presentandose como el museo del templo mayor.Por desgracia este moniumento colonial fue afectado por el terremoto del 19 de septiembre del 2017 y esta en vista aun lo que se necesitara para repararla adecuadamente antes de que pueda usarse nuevamente para efectuar servicios religiosos o visitarse en su interior por los viajeros.",,5,"Ciudad de México, México",21 de octubre de 2017,sept de 2017
Bella arquitectura,"Un sitio recomendado por visitar, impresionante ver cómo se ha venido hundiendo la catedral. Asociando con el templo mayor se observa la colonización española, que puso sobre las pirámides los templos católicos",,4,"Cajicá, Colombia",21 de octubre de 2017,sept de 2017
Obligatorio ir,"Si vas al zocalo de turista, es casi obligatorio pasar por la catedral.Muy bonita y para los católicos,  se puede ir a misa allí.Y esta cerca de la Alameda, Palacio de Bellas Artes, etc...",,5,"San Isidro, Argentina",19 de octubre de 2017,oct de 2017
"""UN LUGAR MÁGICO""","Este lugar es increible, magico, historico y tambien un poco impactante.  Esta era la intencion antaño que debian trasmitir las iglesias en tiempos de la evangelizacion.  Debian ser un ""espacio"" donde se confabularan las creencias, los miedos y los evangelios junto con el fervor religioso, para que la gente siguiera los patrones de vida impuestos para la epoca.  Visitar ahora la Catedral Metropolitana, no solo es una oportunidad magnifica si visitas el centro, es una obligacion, maxime si piensas que es una construccion que tardo mas de cuatro siglos en terminarse.  Por ello puedes ver los distintos estilos artisticos, tanto en la pintura como en la arquitectura: Barroco, Manierismo, Neoclasico, etc.  Las Pinturas y esculturas propias al barroco, muestran actitudes un tanto ""forzadas"" que invitan al recogimiento, a la piedad.  El dolor y la piedad se muestran en primer plano, pues se buscaba a traves de la pintura enviar un mensaje a los miles de indigenas y españoles durante la colonia.  La decoracion de los retablos es recargada, barroca por ello es que no veras muchos espacios en ellos vacios.  Desgraciadamente, los ultimos movimientos teluricos que han sucedido en la capital, han venido a extremar un poco mas las condiciones arquitectonicas del inmueble.  Es por ello que el suelo presenta algunos desniveles, y varias estructuras decorativas, como pilastras en las fachadas estan fracturadas.  Aun asi es un viaje increible, la atmosfera que se respira al interior del recinto es increible, lo cual contrasta con el bullicio priopio de la ciudad de Mexico al exterior.  Si te interesa una visita guiada, estas se celebran los martes y los horarios son variados. Incluso hay alguna que se realiza de tarde-noche  Te recomiendo que veas el Retablo central es impactante, tambien entrando a mano izquierda, hallaras la pila bautismal del primer santo mexicano: San Felipe de Jesus, y al fondo de la Catedral , es decir en la puerta princiopal que ahora permanece cerrada, pues entras por los costados, esta ""el Cristo del Veneno"", un cristo que segun las leyendas coloniales, cambio de color  para evitar que el sacerdote que dia a dia besaba sus pies, muriera envenenado por su Sacristan.  Si te fijas, esta imagen es especial, pues el Cristo se muestra encorvado, no tiene una actitud recta ni rigida como los demas Cristos. Tambien algunas de las Capillas a los costados tienen ""reliquias"", que son partes de huesos o vestimentas pertenecientes a algun santo.  De verdad este viaje te encantara.  Solo te pido una cosa, respeta el espacio, pues una de las prohibiciones es que se tomen  fotos con flash durante las celebraciones religiosas.  La Ciudad de México es un lugar impactante, magico y maravilloso y esta ahi, esperando que tu lo descubras.",,5,"Ciudad de México, México",19 de octubre de 2017,sept de 2017
